"recording.title","recording.artist.credit.phrase","number"
"Paint Me A Birmingham","Tracy Lawrence",2
"Party to Damascus","Wyclef Jean feat. Missy Elliott",2
"Party to Damascus (remix)","Wyclef Jean feat. Missy Elliott",2
"Pieces Of Me","Ashlee Simpson",2
"Pimp (remix)","50 Cent",2
"Play (radio edit)","Jennifer Lopez",2
"Playas Gon' Play","3LW",2
"Playas Gon’ Play","3LW",2
"Pon De River Pon De Bank","Elephant Man",2
"Pon de River, Pon de Bank","Elephant Man",2
"Pop That Booty","Marques Houston feat. Jermaine Dupri",2
"Pretty Fly (reprise)","The Offspring",2
"Project Chick","Cash Money Millionaires",2
"Promise (Cool JD remix)","Jagged Edge",2
"Pull Up (a cappella)","Mr. Vegas",2
"Pump It Up (instrumental)","Joe Budden",2
"Pump It Up (radio edit)","Joe Budden",2
"Purest of Pain","Son by Four",2
"Pushin’ Weight","Ice Cube feat. Mr. Short Khop",2
"Put Your Hand in Mine","Tracy Byrd",2
"Rain On Me","Ashanti",2
"Rain on Me (album version)","Ashanti",2
"Re-Arranged (remix)","Limp Bizkit",2
"Read Your Mind (remix)","Avant",2
"Right on the Money","Alan Jackson",2
"Rock the Boat (club mix by Doug Lazy)","Aaliyah",2
"Rock the Party (remix)","Benzino",2
"Rock Wit U (Awww Baby) (instrumental)","Ashanti",2
"Rock Wit U (Awww Baby) (remix)","Ashanti",2
"Roll Out","Ludacris",2
"Roll Wit M.V.P.","Stagga Lee",2
"Rollin’","Limp Bizkit",2
"Rosa Parks (instrumental)","OutKast",2
"Rosa Parks (radio version)","OutKast",2
"Rose Bouquet","Phil Vassar",2
"Rough & Ready","Trace Adkins",2
"Roun' the Globe","Nappy Roots",2
"Runaway","NB Ridaz feat. Angelina",2
"Satisfy You","P. Diddy feat. R. Kelly",2
"Satisfy You (radio mix)","Puff Daddy feat. R. Kelly",2
"Save a Horse","Big & Rich",2
"Save A Horse (Ride A Cowboy)","Big & Rich",2
"Save a Horse (Ride a Cowboy) (live)","Big & Rich",2
"Say Yes (remix)","Floetry",2
"Say Yes (Timbaland remix)","Floetry",2
"Sexual (Thunderdub)","Amber",2
"Shake ya Ass","Mystikal",2
"Shake Ya Tailfeather","Nelly feat. P. Diddy & Murphy Lee",2
"Shape of My Heart (Soul Solution club mix)","Backstreet Boys",2
"She's More","Andy Griggs",2
"She Couldn't Change Me","Montgomery Gentry",2
"She Thinks She Needs Me","Andy Griggs",2
"She’s a Bitch","Missy Misdemeanor Elliott",2
"She’s a Bitch (clean version)","Missy Elliott",2
"She’s All I Ever Had","Ricky Martin",2
"She’s My Kind of Rain","Tim McGraw",2
"Show Me the Meaning of Being Lonely (Jason Nevins Crossover remix)","Backstreet Boys",2
"Sick of Being Lonely","Field Mob",2
"Signs of Love Makin'","Tyrese",2
"Since U Been Gone (Jason Nevins mix)","Kelly Clarkson",2
"Slam Dunk (da Funk)","Five",2
"Slide (acoustic)","Goo Goo Dolls",2
"Slide (live)","Goo Goo Dolls",2
"Smooth (radio edit)","Santana feat. Rob Thomas",2
"Smooth Criminal (live in Denver)","Alien Ant Farm",2
"Snake (remix)","R. Kelly feat. Cam’ron & Big Tigger",2
"Snoop Dogg","Snoop Dogg",2
"Snoop Dogg (What's My Name, Part 2)","Snoop Dogg",2
"Snoop Dogg (What’s My Name, Part 2)","Snoop Dogg",2
"So Anxious (radio edit)","Ginuwine",2
"So Anxious (Timbaland's Anxiety Pt. 2)","Ginuwine",2
"So Sexy","Twista feat. R. Kelly",2
"So Sexy Chapter II (Like This)","Twista feat. R. Kelly",2
"Some Days You Gotta Dance","Dixie Chicks",2
"Somebody's Out There Watching","The Kinleys",2
"Someday Out of the Blue","Elton John",2
"Something Happened on the Way to Heaven (Valentin club mix)","Deborah Cox",2
"Something Like That","Tim McGraw",2
"Son of a Gun (I Betcha Think This Song Is About You)","Janet Jackson with Carly Simon",2
"Song for the Lonely (Thunderpuss Sunrise mix)","Cher",2
"Soul Sista (radio edit)","Bilal",2
"Souljas","Master P",2
"South Side","Moby feat. Gwen Stefani",2
"Southern Hospitality (radio edit)","Ludacris",2
"Southside","Lloyd feat. Ashanti",2
"Spirit of a Boy, Wisdom of a Man","Randy Travis",2
"Stand Up","Ludacris & Shawnna",2
"Start the Commotion (edit)","The Wiseguys",2
"Stay Gone","Jimmy Wayne",2
"Steam","Ty Herndon",2
"Step In The Name Of Love (Remix)","R. Kelly",2
"Still D.R.E.","Dr. Dre & Snoop Dogg",2
"Still on Your Side (Artful Dodger remix)","BBMak",2
"Still on Your Side (Ash Howes radio edit)","BBMak",2
"Stole (The Gladiator remix)","Kelly Rowland",2
"Storm","Jay‐Z feat. Lenny Kravitz",2
"Stranger in My House","Tamia",2
"Stranger in My Mirror","Randy Travis",2
"Stutter (Double Take remix)","Joe feat. Mystikal",2
"Suga Suga","Baby Bash feat. Frankie J",2
"Sunshine","Coko",2
"Superman (instrumental)","Eminem",2
"Swear It Again (US version)","Westlife",2
"Swing Swing (acoustic)","The All‐American Rejects",2
"Swing Swing (live)","The All‐American Rejects",2
"Tainted","Slum Village feat. Dwele",2
"Take Me Away","Fefe Dobson",2
"Taking Everything (Soap Opera Remix Extended Version)","Gerald Levert",2
"Tempted to Touch (Boomtunes remix)","Rupee",2
"That's What She Gets for Loving Me","Brooks & Dunn",2
"That’s the Way It Is (The Metro club remix)","Céline Dion",2
"The Bad Touch (remix)","Bloodhound Gang",2
"The Call (remix)","Backstreet Boys",2
"The Call (Thunderdub)","Backstreet Boys",2
"The Call (Thunderpuss club mix)","Backstreet Boys",2
"The Chain Of Love","Clay Walker",2
"The Chanukah Song","Adam Sandler",2
"The Chemicals Between Us (original demo version)","Bush",2
"The Christmas Song (Holiday Remix)","Christina Aguilera",2
"The Christmas Song (Thunderpuss 2000 Holiday remix)","Christina Aguilera",2
"The Cup of Life","Ricky Martin",2
"The Cup Of Life","Ricky Martin",2
"The First Night (Booker T vocal remix)","Monica",2
"The Game of Love","Santana featuring Michelle Branch",2
"The Outsider (Apocalypse mix)","A Perfect Circle",2
"The Power of Good-Bye","Madonna",2
"The Power of Good-Bye (Dallas' Low End mix)","Madonna",2
"The Power of Good-Bye (Fabien's Good God mix)","Madonna",2
"The Quittin' Kind","Joe Diffie",2
"The Real Slim Shady (instrumental)","Eminem",2
"The Set Up","Obie Trice feat. Nate Dogg",2
"The Truth About Men","Tracy Byrd",2
"The Way You Love Me (Love to Infinity remix)","Faith Hill",2
"The Way You Move (radio mix)","OutKast feat. Sleepy Brown",2
"The Whole World","OutKast feat. Killer Mike",2
"The Woman With You","Kenny Chesney",2
"There It Is (Clean)","Ginuwine",2
"There She Goes","Sixpence None The Richer",2
"There You’ll Be (album version)","Faith Hill",2
"These Are The Times","Dru Hill",2
"These Are the Times (instrumental)","Dru Hill",2
"This Is Me","Dream",2
"This Is the Night","Clay Aiken",2
"This One's for the Girls (remix)","Martina McBride",2
"This One’s for the Girls","Martina McBride",2
"Thug Lovin’","Ja Rule feat. Bobby Brown",2
"Time’s Up","Jadakiss feat. Nate Dogg",2
"Too Bad (acoustic)","Nickelback",2
"Too Much of a Good Thing","Alan Jackson",2
"Toxicity (live)","System of a Down",2
"Tricky, Tricky","Lou Bega",2
"Trouble (acoustic version)","P!nk",2
"Turn Me On","Kevin Lyttle feat. Spragga Benz",2
"Turn Me On (remix)","Kevin Lyttle feat. Spragga Benz",2
"U Don't Have To Call","Usher",2
"U Got It Bad (Tee's dub)","Usher",2
"U Remind Me (radio edit)","Usher",2
"U Saved Me","R. Kelly",2
"U Should've Known Better","Monica",2
"Uh Huh (Ron G remix)","B2K",2
"Unpretty (Pumpin' Dolls radio mix)","TLC",2
"Unusually Unusual","Lonestar",2
"Waiting for You (29 Palms remix)","Seal",2
"Walk a Little Straighter","Billy Currington",2
"Walking in Memphis","Lonestar",2
"Wanksta (instrumental)","50 Cent",2
"Wasting My Time (acoustic)","Default",2
"Wat Da Hook Gon Be","Murphy Lee feat. Jermaine Dupri",2
"Watch Out Now","The Beatnuts feat. Yellaklaw",2
"We Really Shouldn't Be Doing This","George Strait",2
"Weak and Powerless (Tilling My Grave mix)","A Perfect Circle",2
"What'd You Come Here For? (LP version)","Trina & Tamara",2
"What Do You Say to That","George Strait",2
"What I Need to Do","Kenny Chesney",2
"What It Feels Like for a Girl (Paul Oakenfold Perfecto mix)","Madonna",2
"What It Feels Like for a Girl (Stéphane Pompougnac remix)","Madonna",2
"What U Gon’ Do","Lil Jon & The East Side Boyz feat. Lil Scrappy",2
"What Was I Thinkin’","Dierks Bentley",2
"What We Do","Freeway feat. Jay‐Z & Beanie Sigel",2
"What You Want","DMX feat. Sisqó",2
"What’s It Like","Jagged Edge",2
"What’s So Different","Ginuwine",2
"Whatcha Wanna Do?","Mia X feat. Charlie Wilson",2
"Whatever U Want (radio edit)","Christina Milian feat. Joe Budden",2
"When God-Fearin’ Women Get the Blues","Martina McBride",2
"When I Close My Eyes","Shanice",2
"When I Look to the Sky (alternate version)","Train",2
"When I Think About Cheatin’","Gretchen Wilson",2
"When Somebody Loves You","Alan Jackson",2
"When the Last Time (instrumental)","Clipse",2
"When The Sun Goes Down (single edit)","Kenny Chesney and Uncle Kracker",2
"Where Are You Christmas?","Faith Hill",2
"Where Is The Love","Black Eyed Peas",2
"Where the Blacktop Ends","Keith Urban",2
"Where the Hood At?","DMX",2
"Where the Party At?","Jagged Edge feat. Nelly",2
"Where Would You Be","Martina McBride",2
"Wherever You Go","Voices of Theory",2
"Whiskey Girl (live)","Toby Keith",2
"Whiskey Lullaby","Brad Paisley & Alison Krauss",2
"Who Let the Dogs Out?","Baha Men",2
"Who Wouldn’t Wanna Be Me","Keith Urban",2
"Whoa Now","B. Rich",2
"Whoa! (album version)","Black Rob",2
"Why Can't I? (live)","Liz Phair",2
"Why Can’t I?","Liz Phair",2
"Why Don’t We Fall in Love (Richcraft remix)","Amerie",2
"Wild Horses","Garth Brooks",2
"With You (acoustic version)","Jessica Simpson",2
"Wobble Wobble","504 Boyz",2
"Wrapped Up In You","Garth Brooks",2
"www.memory","Alan Jackson",2
"X (explicit)","Xzibit",2
"Yeah Yeah U Know It","Keith Murray & Def Squad",2
"Yeah Yeah U Know It","Keith Murray feat. Def Squad",2
"You're Beginning to Get to Me","Clay Walker",2
"You're Easy On The Eyes","Terri Clark",2
"You're My Everything","Anita Baker",2
"You Are Everything (radio edit)","Dru Hill",2
"You Can't Hide Beautiful","Aaron Lines",2
"You Can Do It","Ice Cube feat. Mack 10 and Ms. Toi",2
"You Gets No Love (remix)","Faith Evans",2
"You Rock My World (intro)","Michael Jackson",2
"You Should’ve Told Me","Kelly Price",2
"You Shouldn't Kiss Me Like This","Toby Keith",2
"You Were Mine","Dixie Chicks",2
"You Won't Be Lonely Now","Billy Ray Cyrus",2
"You Won't Ever Be Lonely","Andy Griggs",2
"You’ll Think of Me","Keith Urban",2
"You’re My Better Half","Keith Urban",2
"You’re My Everything","Anita Baker",2
"You’re the Only One","Maria Mena",2
"You’ve Got a Way (Notting Hill remix)","Shania Twain",2
"Young’n (Holla Back)","Fabolous",2
"""Danger""","Erykah Badu",1
"""Love Of My Life (Ode To Hip Hop)""","Erykah Badu ft. Common",1
"""Southern Gul""","Erykah Badu & Rahzel",1
"""You Got Me""","The Roots ft. Erykah Badu",1
"#1 (album version)","Nelly",1
"#1 (instrumental)","Nelly",1
"#1 (radio version)","Nelly",1
"(God Is) Cleanin' Out My Closet","Eminem",1
"(I Fell in Love With the) 8th World Wonder","Kimberley Locke",1
"(I Hate) Everything About You","Three Days Grace",1
"(Now You See Me) Now You Don’t","Lee Ann Womack",1
"(There's Got to Be) More to Life","Stacie Orrico",1
"(These Are My) Confessions, Part II","Usher",1
"(This Is a) Song for the Lonely","Cher",1
": Standing Still","Jewel",1
"¡¡¡Fiesta!!!","Pan-Z",1
"…Baby One More Time (instrumental)","Britney Spears",1
"1, 2 Step","Ciara & Missy Elliott",1
"1, 2 Step","Ciara feat. Missy Elliott",1
"1, 2 Step","Ciara featuring Missy Elliott",1
"1, 2 Step (Delinquent ""Growing Pains"" remix)","Ciara feat. Missy Elliott",1
"1, 2 Step (Don Candiani Reggaeton mix)","Ciara feat. Missy Elliott",1
"1, 2 Step (Eazy remix)","Ciara feat. Missy Elliott",1
"1, 2 Step (Johnny Budz Mixshow edit)","Ciara feat. Missy Elliott",1
"1, 2 Step (mix by Dave Jackson)","Ciara feat. Missy Elliott",1
"1, 2 Step (Phattbelly club remix)","Ciara feat. Missy Elliott",1
"15 Minutes (slow remix)","Marc Nelson",1
"19 Somethin' (karaoke mix)","Mark Wills",1
"19 Somethin' (vocal mix)","Mark Wills",1
"19 Somethin’ (Greatest Hits version)","Mark Wills",1
"1985","Bowling For Soup",1
"1985 (5.1 mix)","Bowling for Soup",1
"1985 (clean edit)","Bowling for Soup",1
"1985 (live acoustic)","Bowling for Soup",1
"1985 (live)","Bowling for Soup",1
"1985 (video)","Bowling for Soup",1
"21 Questions","50 Cent vs. Nate Dogg",1
"21 Questions (a cappella)","50 Cent feat. Nate Dogg",1
"21 Questions (Asil Redrum) (Clean)","50 Cent, Nate Dogg",1
"21 Questions (clean)","50 Cent featuring Nate Dogg",1
"21 Questions (instrumental)","50 Cent featuring Nate Dogg",1
"21 Questions (live in New York)","50 Cent feat. Nate Dogg",1
"21 Questions (SNBRN remix)","50 Cent feat. Nate Dogg",1
"21 Questions (the video)","50 Cent feat. Nate Dogg",1
"24/7 (original version radio edit)","Kevon Edmonds",1
"24/7 (remix instrumental)","Kevon Edmonds",1
"24/7 (remix w/o rap)","Kevon Edmonds",1
"24/7 (remix)","Kevon Edmonds",1
"24/7 (suggested call out hook)","Kevon Edmonds",1
"3 Little Words","Nu Flavor",1
"3 Little Words (Steve McDonald remix)","Nu Flavor",1
"4 5 6","Solé feat. JT Money & Kandi",1
"4 Ever","Lil’ Mo feat. Fabolous",1
"7 Days","Graig David",1
"808 (extended remix)","Blaque",1
"808 (instrumental)","Blaque",1
"808 (LP version)","Blaque",1
"808 (remix instrumental)","Blaque",1
"8th World Wonder (Cold intro)","Kimberley Locke",1
"8th World Wonder (Elektrik Kompany club mix)","Kimberley Locke",1
"8th World Wonder (Elektrik Kompany mixshow edit)","Kimberley Locke",1
"8th World Wonder (Elektrik Kompany radio edit)","Kimberley Locke",1
"8th World Wonder (Hi-Bias extended club mix)","Kimberley Locke",1
"8th World Wonder (Hi-Bias radio edit)","Kimberley Locke",1
"8th World Wonder (radio edit)","Kimberley Locke",1
"911","Wyclef Jean featuring Mary J. Blige",1
"911 (emergency remix)","Wyclef Jean featuring Mary J. Blige",1
"911 (ghetto love remix)","Wyclef Jean featuring Mary J. Blige",1
"99 problems","JAY‐Z",1
"99 Problems","Jay Z",1
"99.9% Sure (I've Been Here Before)","Brian McComas",1
"99.9% Sure (I've Never Been Here Before)","Brian McComas",1
"99.9% Sure (karaoke)","Brian McComas",1
"A Country Boy Can Survive (Y2K version)","Chad Brock, Hank Williams, Jr. & George Jones",1
"A Country Boy Can Survive (Y2K Version)","Chad Brock with Hank Williams, Jr. & George Jones",1
"A Good Day to Run","Darryl Worley",1
"A Little Less Conversation","Elvis Presley feat. JXL",1
"A Little Less Conversation","Elvis Presley vs JXL",1
"A Little Less Conversation","Elvis Vs. JXL",1
"A Little Less Conversation (12″ extended remix)","Elvis vs. JXL",1
"A Little Less Conversation (edit)","Elvis Presley vs. JXL",1
"A Little Less Conversation (JXL radio edit remix) (5.1 mix)","Elvis vs. JXL",1
"A Little Past Little Rock","Lee Ann Womack",1
"A Long Walk (A Touch of Jazz mix)","Jill Scott",1
"A Long Walk (clean album version)","Jill Scott",1
"A Long Walk (clean single edit - Full intro)","Jill Scott",1
"A Long Walk (clean single edit - short intro)","Jill Scott",1
"A Long Walk (Dodge remix - Soul, Parts 1 & 2)","Jill Scott",1
"A Long Walk (Groove)","Jill Scott",1
"A Long Walk (instrumental)","Jill Scott",1
"A Long Walk (The Jazzy Jeff Redux)","Jill Scott",1
"A Lot of Things Different","Kenny Chesney",1
"A Man Ain't Made of Stone","Randy Travis",1
"A Man Ain’t Made of Stone","Randy Travis",1
"A Moment Like This (new mix)","Kelly Clarkson",1
"A New Day Has Come (Christian B. mix)","Céline Dion",1
"A New Day Has Come (嶄新的一天)","Céline Dion",1
"A Night To Remember","Joe Diffie",1
"A.D.I.D.A.S. (clean edit)","Killer Mike feat. Big Boi",1
"A.D.I.D.A.S. (instrumental)","Killer Mike feat. Big Boi",1
"Aaron's Party","Aaron Carter",1
"Aaron's Party (Come Get It)","Aaron Carter",1
"Absolutely (About a Girl)","Nine Days",1
"Absolutely (Story of a Girl) (remix)","Nine Days",1
"Act A Fool","Ludacris",1
"Act a Fool (call out hook)","Ludacris",1
"Act a Fool (instrumental)","Ludacris",1
"Act a Fool (radio)","Ludacris",1
"Addicted","Backup Plan",1
"Addicted (live from California 2017)","Simple Plan",1
"Addictive (album version)","Truth Hurts feat. Rakim",1
"Addictive (Instrumental)","Truth Hurts feat. Rakim",1
"Addictive (Radio Edit)","Truth Hurts feat. Rakim",1
"Adidas (Explicit radio edit)","Killer Mike feat. Big Boi",1
"Aerials (Live)","System of a Down",1
"After Party (clean version)","Koffee Brown",1
"After Party (radio mix)","Koffee Brown",1
"Ain't It Funny","Jennifer Lopez feat. Cadillac Tah & Ja Rule",1
"Ain't It Funny (DV8 remix)","Jennifer Lopez feat. Ja Rule",1
"Ain't It Funny (Rapless edit w/Murder Inc.)","Jennifer Lopez feat. Ja Rule",1
"Ain’t It Funny","J. Lo feat. Ja Rule",1
"Ain’t It Funny","Jennifer Lopez feat. Ja Rule",1
"Air Force Ones","Nelly feat. Kyjuan, Ali & Murphy Lee",1
"Air Force Ones (clean album version)","Nelly featuring Kyjuan, Ali and Murphy Lee",1
"Air Force Ones (clean radio edit)","Nelly featuring Kyjuan, Ali and Murphy Lee",1
"All Eyez on Me (Call Out Hook)","Monica",1
"All Eyez on Me (instrumental version)","Monica",1
"All Eyez on Me (MaUVe dub mix)","Monica",1
"All Eyez on Me (Mauve mix)","Monica",1
"All Eyez on Me (MaUVe vocal mix)","Monica",1
"All Eyez on Me (radio edit)","Monica",1
"All Falls Down","Kanye West & Syleena Johnson",1
"All Falls Down (album version Edited)","Kanye West feat. Syleena Johnson",1
"All Falls Down (album version Explicit)","Kanye West feat. Syleena Johnson",1
"All Good","De La Soul Featuring Chaka Khan",1
"All Good ?","Chaka Khan",1
"All I Have (album version)","Jennifer Lopez feat. LL Cool J",1
"All I Have (Ignorants mix)","Jennifer Lopez feat. LL Cool J",1
"All I Have to Give","Shania Twain & Backstreet Boys",1
"All I Have to Give (live)","Backstreet Boys",1
"All I Have to Give (radio version)","Backstreet Boys",1
"All I Have to Give (Soul Solution radio mix)","Backstreet Boys",1
"All I Have to Give (unplugged) (live)","Backstreet Boys",1
"All I Need","Fat Joe feat. Tony Sunshine & Armageddon",1
"All I Need","Fat Joe feat. Tony Sunshine, Armageddon",1
"All I Want for Christmas Is You","Justin Bieber & Mariah Carey",1
"All I Want for Christmas Is You","Justin Bieber duet with Mariah Carey",1
"All I Want for Christmas Is You (extra festive)","Mariah Carey",1
"All I Want for Christmas Is You (live at the Cathedral of St. John the Divine)","Mariah Carey",1
"All I Want for Christmas Is You (live at the Tokyo Dome)","Mariah Carey",1
"All I Want for Christmas Is You (Magical Christmas mix)","Mariah Carey",1
"All I Want for Christmas Is You (Mariah's New Dance Mix Edit Extended)","Mariah Carey",1
"All I Want for Christmas Is You (Mariah's New Dance Mix Edit)","Mariah Carey",1
"All I Want for Christmas Is You (Mariah's New Dance Mix)","Mariah Carey",1
"All I Want for Christmas Is You (Mariah’s new dance mix edit 2009)","Mariah Carey",1
"All I Want for Christmas Is You (Mariah’s new dance mix extended 2009)","Mariah Carey",1
"All N My Grill","Missy Misdemeanor Elliott featuring Big Boi & Nicole",1
"All Night Long","Big Daddy",1
"All Night Long (radio mix)","Faith Evans feat. Puff Daddy",1
"All or nothing","O‐Town",1
"All Or Nothing","O‐Town",1
"All or Nothing (HQ2 mix)","O‐Town",1
"All or Nothing (live version)","O‐Town",1
"All or Nothing (live)","O‐Town",1
"All or Nothing (radio edit)","O‐Town",1
"All or Nothing (Rizzo mix)","O‐Town",1
"All Star (live)","Smash Mouth",1
"All the Places","Aaron Hall",1
"All The Small Things (DJs From Mars vs Jason Nevins Bootleg Mix)","Blink 182",1
"All Things Considered","Yankee Grey",1
"All You Wanted (20th Anniversary Edition)","Michelle Branch",1
"All You Wanted (acoustic, in Paris)","Michelle Branch",1
"All You Wanted (acoustic, on Slimetime)","Michelle Branch",1
"All You Wanted (acoustic, remix)","Michelle Branch",1
"All You Wanted (Magical Nights remix)","Michelle Branch",1
"All You Wanted (Unplugged version)","Michelle Branch",1
"All You Wanted (unplugged)","Michelle Branch",1
"Almost Doesn’t Count (a cappella)","Brandy",1
"Almost Doesn’t Count (club remix)","Brandy",1
